group,assigned_split,source_split,variant,classes,source_image,included,output_image
picture_stain_149,train,train,base,3,train/images/picture_stain_149.png,True,split_v3/train/images/picture_stain_149.png
picture_stain_149,train,train,g0.6,3,train/images/picture_stain_149_g0.6.png,False,
picture_stain_149,train,train,g1.6,3,train/images/picture_stain_149_g1.6.png,False,
picture_stain_149,train,train,r180,3,train/images/picture_stain_149_r180.png,True,split_v3/train/images/picture_stain_149_r180.png
picture_stain_149,train,train,r270,3,train/images/picture_stain_149_r270.png,True,split_v3/train/images/picture_stain_149_r270.png
picture_stain_149,train,train,r90,3,train/images/picture_stain_149_r90.png,True,split_v3/train/images/picture_stain_149_r90.png
picture_stain_149__v2,train,train,base,3,train/images/picture_stain_149__v2.png,True,split_v3/train/images/picture_stain_149__v2.png
picture_stain_149__v2,train,train,g0.6,3,train/images/picture_stain_149__v2_g0.6.png,False,
picture_stain_149__v2,train,train,g1.6,3,train/images/picture_stain_149__v2_g1.6.png,False,
picture_stain_149__v2,train,train,r180,3,train/images/picture_stain_149__v2_r180.png,True,split_v3/train/images/picture_stain_149__v2_r180.png
picture_stain_149__v2,train,train,r270,3,train/images/picture_stain_149__v2_r270.png,True,split_v3/train/images/picture_stain_149__v2_r270.png
picture_stain_149__v2,train,train,r90,3,train/images/picture_stain_149__v2_r90.png,True,split_v3/train/images/picture_stain_149__v2_r90.png
picture_stain_150,train,train,base,3,train/images/picture_stain_150.png,True,split_v3/train/images/picture_stain_150.png
picture_stain_150,train,train,g0.6,3,train/images/picture_stain_150_g0.6.png,False,
picture_stain_150,train,train,g1.6,3,train/images/picture_stain_150_g1.6.png,False,
picture_stain_150,train,train,r180,3,train/images/picture_stain_150_r180.png,True,split_v3/train/images/picture_stain_150_r180.png
picture_stain_150,train,train,r270,3,train/images/picture_stain_150_r270.png,True,split_v3/train/images/picture_stain_150_r270.png
picture_stain_150,train,train,r90,3,train/images/picture_stain_150_r90.png,True,split_v3/train/images/picture_stain_150_r90.png
picture_stain_150__v2,train,train,base,3,train/images/picture_stain_150__v2.png,True,split_v3/train/images/picture_stain_150__v2.png
picture_stain_150__v2,train,train,g0.6,3,train/images/picture_stain_150__v2_g0.6.png,False,
picture_stain_150__v2,train,train,g1.6,3,train/images/picture_stain_150__v2_g1.6.png,False,
picture_stain_150__v2,train,train,r180,3,train/images/picture_stain_150__v2_r180.png,True,split_v3/train/images/picture_stain_150__v2_r180.png
picture_stain_150__v2,train,train,r270,3,train/images/picture_stain_150__v2_r270.png,True,split_v3/train/images/picture_stain_150__v2_r270.png
picture_stain_150__v2,train,train,r90,3,train/images/picture_stain_150__v2_r90.png,True,split_v3/train/images/picture_stain_150__v2_r90.png
picture_stain_151,train,train,base,3,train/images/picture_stain_151.png,True,split_v3/train/images/picture_stain_151.png
picture_stain_151,train,train,g0.6,3,train/images/picture_stain_151_g0.6.png,False,
picture_stain_151,train,train,g1.6,3,train/images/picture_stain_151_g1.6.png,False,
picture_stain_151,train,train,r180,3,train/images/picture_stain_151_r180.png,True,split_v3/train/images/picture_stain_151_r180.png
picture_stain_151,train,train,r270,3,train/images/picture_stain_151_r270.png,True,split_v3/train/images/picture_stain_151_r270.png
picture_stain_151,train,train,r90,3,train/images/picture_stain_151_r90.png,True,split_v3/train/images/picture_stain_151_r90.png
picture_stain_151,train,val,base,3,val/images/picture_stain_151.png,True,split_v3/train/images/picture_stain_151__src_val.png
picture_stain_152,train,train,base,3,train/images/picture_stain_152.png,True,split_v3/train/images/picture_stain_152.png
picture_stain_152,train,train,g0.6,3,train/images/picture_stain_152_g0.6.png,False,
picture_stain_152,train,train,g1.6,3,train/images/picture_stain_152_g1.6.png,False,
picture_stain_152,train,train,r180,3,train/images/picture_stain_152_r180.png,True,split_v3/train/images/picture_stain_152_r180.png
picture_stain_152,train,train,r270,3,train/images/picture_stain_152_r270.png,True,split_v3/train/images/picture_stain_152_r270.png
picture_stain_152,train,train,r90,3,train/images/picture_stain_152_r90.png,True,split_v3/train/images/picture_stain_152_r90.png
picture_stain_152,train,val,base,3,val/images/picture_stain_152.png,True,split_v3/train/images/picture_stain_152__src_val.png
picture_stain_153,train,train,base,3,train/images/picture_stain_153.png,True,split_v3/train/images/picture_stain_153.png
picture_stain_153,train,train,g0.6,3,train/images/picture_stain_153_g0.6.png,False,
picture_stain_153,train,train,g1.6,3,train/images/picture_stain_153_g1.6.png,False,
picture_stain_153,train,train,r180,3,train/images/picture_stain_153_r180.png,True,split_v3/train/images/picture_stain_153_r180.png
picture_stain_153,train,train,r270,3,train/images/picture_stain_153_r270.png,True,split_v3/train/images/picture_stain_153_r270.png
picture_stain_153,train,train,r90,3,train/images/picture_stain_153_r90.png,True,split_v3/train/images/picture_stain_153_r90.png
picture_stain_153__v2,train,train,base,3,train/images/picture_stain_153__v2.png,True,split_v3/train/images/picture_stain_153__v2.png
picture_stain_153__v2,train,train,g0.6,3,train/images/picture_stain_153__v2_g0.6.png,False,
picture_stain_153__v2,train,train,g1.6,3,train/images/picture_stain_153__v2_g1.6.png,False,
picture_stain_153__v2,train,train,r180,3,train/images/picture_stain_153__v2_r180.png,True,split_v3/train/images/picture_stain_153__v2_r180.png
picture_stain_153__v2,train,train,r270,3,train/images/picture_stain_153__v2_r270.png,True,split_v3/train/images/picture_stain_153__v2_r270.png
picture_stain_153__v2,train,train,r90,3,train/images/picture_stain_153__v2_r90.png,True,split_v3/train/images/picture_stain_153__v2_r90.png
picture_stain_154,train,train,base,3,train/images/picture_stain_154.png,True,split_v3/train/images/picture_stain_154.png
picture_stain_154,train,train,g0.6,3,train/images/picture_stain_154_g0.6.png,False,
picture_stain_154,train,train,g1.6,3,train/images/picture_stain_154_g1.6.png,False,
picture_stain_154,train,train,r180,3,train/images/picture_stain_154_r180.png,True,split_v3/train/images/picture_stain_154_r180.png
picture_stain_154,train,train,r270,3,train/images/picture_stain_154_r270.png,True,split_v3/train/images/picture_stain_154_r270.png
picture_stain_154,train,train,r90,3,train/images/picture_stain_154_r90.png,True,split_v3/train/images/picture_stain_154_r90.png
picture_stain_154__v2,train,train,base,3,train/images/picture_stain_154__v2.png,True,split_v3/train/images/picture_stain_154__v2.png
picture_stain_154__v2,train,train,g0.6,3,train/images/picture_stain_154__v2_g0.6.png,False,
picture_stain_154__v2,train,train,g1.6,3,train/images/picture_stain_154__v2_g1.6.png,False,
picture_stain_154__v2,train,train,r180,3,train/images/picture_stain_154__v2_r180.png,True,split_v3/train/images/picture_stain_154__v2_r180.png
picture_stain_154__v2,train,train,r270,3,train/images/picture_stain_154__v2_r270.png,True,split_v3/train/images/picture_stain_154__v2_r270.png
picture_stain_154__v2,train,train,r90,3,train/images/picture_stain_154__v2_r90.png,True,split_v3/train/images/picture_stain_154__v2_r90.png
picture_stain_155,train,train,base,3,train/images/picture_stain_155.png,True,split_v3/train/images/picture_stain_155.png
picture_stain_155,train,train,g0.6,3,train/images/picture_stain_155_g0.6.png,False,
picture_stain_155,train,train,g1.6,3,train/images/picture_stain_155_g1.6.png,False,
picture_stain_155,train,train,r180,3,train/images/picture_stain_155_r180.png,True,split_v3/train/images/picture_stain_155_r180.png
picture_stain_155,train,train,r270,3,train/images/picture_stain_155_r270.png,True,split_v3/train/images/picture_stain_155_r270.png
picture_stain_155,train,train,r90,3,train/images/picture_stain_155_r90.png,True,split_v3/train/images/picture_stain_155_r90.png
picture_stain_155,train,val,base,3,val/images/picture_stain_155.png,True,split_v3/train/images/picture_stain_155__src_val.png
picture_stain_156,train,train,base,3,train/images/picture_stain_156.png,True,split_v3/train/images/picture_stain_156.png
picture_stain_156,train,train,g0.6,3,train/images/picture_stain_156_g0.6.png,False,
picture_stain_156,train,train,g1.6,3,train/images/picture_stain_156_g1.6.png,False,
picture_stain_156,train,train,r180,3,train/images/picture_stain_156_r180.png,True,split_v3/train/images/picture_stain_156_r180.png
picture_stain_156,train,train,r270,3,train/images/picture_stain_156_r270.png,True,split_v3/train/images/picture_stain_156_r270.png
picture_stain_156,train,train,r90,3,train/images/picture_stain_156_r90.png,True,split_v3/train/images/picture_stain_156_r90.png
picture_stain_156__v2,train,train,base,3,train/images/picture_stain_156__v2.png,True,split_v3/train/images/picture_stain_156__v2.png
picture_stain_156__v2,train,train,g0.6,3,train/images/picture_stain_156__v2_g0.6.png,False,
picture_stain_156__v2,train,train,g1.6,3,train/images/picture_stain_156__v2_g1.6.png,False,
picture_stain_156__v2,train,train,r180,3,train/images/picture_stain_156__v2_r180.png,True,split_v3/train/images/picture_stain_156__v2_r180.png
picture_stain_156__v2,train,train,r270,3,train/images/picture_stain_156__v2_r270.png,True,split_v3/train/images/picture_stain_156__v2_r270.png
picture_stain_156__v2,train,train,r90,3,train/images/picture_stain_156__v2_r90.png,True,split_v3/train/images/picture_stain_156__v2_r90.png
picture_stain_157,train,train,base,3,train/images/picture_stain_157.png,True,split_v3/train/images/picture_stain_157.png
picture_stain_157,train,train,g0.6,3,train/images/picture_stain_157_g0.6.png,False,
picture_stain_157,train,train,g1.6,3,train/images/picture_stain_157_g1.6.png,False,
picture_stain_157,train,train,r180,3,train/images/picture_stain_157_r180.png,True,split_v3/train/images/picture_stain_157_r180.png
picture_stain_157,train,train,r270,3,train/images/picture_stain_157_r270.png,True,split_v3/train/images/picture_stain_157_r270.png
picture_stain_157,train,train,r90,3,train/images/picture_stain_157_r90.png,True,split_v3/train/images/picture_stain_157_r90.png
picture_stain_157__v2,val,train,base,3,train/images/picture_stain_157__v2.png,True,split_v3/val/images/picture_stain_157__v2.png
picture_stain_157__v2,val,train,g0.6,3,train/images/picture_stain_157__v2_g0.6.png,False,
picture_stain_157__v2,val,train,g1.6,3,train/images/picture_stain_157__v2_g1.6.png,False,
picture_stain_157__v2,val,train,r180,3,train/images/picture_stain_157__v2_r180.png,False,
picture_stain_157__v2,val,train,r270,3,train/images/picture_stain_157__v2_r270.png,False,
picture_stain_157__v2,val,train,r90,3,train/images/picture_stain_157__v2_r90.png,False,
picture_stain_158,train,train,base,3,train/images/picture_stain_158.png,True,split_v3/train/images/picture_stain_158.png
picture_stain_158,train,train,g0.6,3,train/images/picture_stain_158_g0.6.png,False,
picture_stain_158,train,train,g1.6,3,train/images/picture_stain_158_g1.6.png,False,
picture_stain_158,train,train,r180,3,train/images/picture_stain_158_r180.png,True,split_v3/train/images/picture_stain_158_r180.png
picture_stain_158,train,train,r270,3,train/images/picture_stain_158_r270.png,True,split_v3/train/images/picture_stain_158_r270.png
picture_stain_158,train,train,r90,3,train/images/picture_stain_158_r90.png,True,split_v3/train/images/picture_stain_158_r90.png
picture_stain_158__v2,train,train,base,3,train/images/picture_stain_158__v2.png,True,split_v3/train/images/picture_stain_158__v2.png
picture_stain_158__v2,train,train,g0.6,3,train/images/picture_stain_158__v2_g0.6.png,False,
picture_stain_158__v2,train,train,g1.6,3,train/images/picture_stain_158__v2_g1.6.png,False,
picture_stain_158__v2,train,train,r180,3,train/images/picture_stain_158__v2_r180.png,True,split_v3/train/images/picture_stain_158__v2_r180.png
picture_stain_158__v2,train,train,r270,3,train/images/picture_stain_158__v2_r270.png,True,split_v3/train/images/picture_stain_158__v2_r270.png
picture_stain_158__v2,train,train,r90,3,train/images/picture_stain_158__v2_r90.png,True,split_v3/train/images/picture_stain_158__v2_r90.png
picture_stain_159,train,train,base,3,train/images/picture_stain_159.png,True,split_v3/train/images/picture_stain_159.png
picture_stain_159,train,train,g0.6,3,train/images/picture_stain_159_g0.6.png,False,
picture_stain_159,train,train,g1.6,3,train/images/picture_stain_159_g1.6.png,False,
picture_stain_159,train,train,r180,3,train/images/picture_stain_159_r180.png,True,split_v3/train/images/picture_stain_159_r180.png
picture_stain_159,train,train,r270,3,train/images/picture_stain_159_r270.png,True,split_v3/train/images/picture_stain_159_r270.png
picture_stain_159,train,train,r90,3,train/images/picture_stain_159_r90.png,True,split_v3/train/images/picture_stain_159_r90.png
picture_stain_159__v2,val,train,base,3,train/images/picture_stain_159__v2.png,True,split_v3/val/images/picture_stain_159__v2.png
picture_stain_159__v2,val,train,g0.6,3,train/images/picture_stain_159__v2_g0.6.png,False,
picture_stain_159__v2,val,train,g1.6,3,train/images/picture_stain_159__v2_g1.6.png,False,
picture_stain_159__v2,val,train,r180,3,train/images/picture_stain_159__v2_r180.png,False,
picture_stain_159__v2,val,train,r270,3,train/images/picture_stain_159__v2_r270.png,False,
picture_stain_159__v2,val,train,r90,3,train/images/picture_stain_159__v2_r90.png,False,
picture_stain_160,train,train,base,3,train/images/picture_stain_160.png,True,split_v3/train/images/picture_stain_160.png
picture_stain_160,train,train,g0.6,3,train/images/picture_stain_160_g0.6.png,False,
picture_stain_160,train,train,g1.6,3,train/images/picture_stain_160_g1.6.png,False,
picture_stain_160,train,train,r180,3,train/images/picture_stain_160_r180.png,True,split_v3/train/images/picture_stain_160_r180.png
picture_stain_160,train,train,r270,3,train/images/picture_stain_160_r270.png,True,split_v3/train/images/picture_stain_160_r270.png
picture_stain_160,train,train,r90,3,train/images/picture_stain_160_r90.png,True,split_v3/train/images/picture_stain_160_r90.png
picture_stain_160__v2,test,train,base,3,train/images/picture_stain_160__v2.png,True,split_v3/test/images/picture_stain_160__v2.png
picture_stain_160__v2,test,train,g0.6,3,train/images/picture_stain_160__v2_g0.6.png,False,
picture_stain_160__v2,test,train,g1.6,3,train/images/picture_stain_160__v2_g1.6.png,False,
picture_stain_160__v2,test,train,r180,3,train/images/picture_stain_160__v2_r180.png,False,
picture_stain_160__v2,test,train,r270,3,train/images/picture_stain_160__v2_r270.png,False,
picture_stain_160__v2,test,train,r90,3,train/images/picture_stain_160__v2_r90.png,False,
picture_stain_161,train,train,base,3,train/images/picture_stain_161.png,True,split_v3/train/images/picture_stain_161.png
picture_stain_161,train,train,g0.6,3,train/images/picture_stain_161_g0.6.png,False,
picture_stain_161,train,train,g1.6,3,train/images/picture_stain_161_g1.6.png,False,
picture_stain_161,train,train,r180,3,train/images/picture_stain_161_r180.png,True,split_v3/train/images/picture_stain_161_r180.png
picture_stain_161,train,train,r270,3,train/images/picture_stain_161_r270.png,True,split_v3/train/images/picture_stain_161_r270.png
picture_stain_161,train,train,r90,3,train/images/picture_stain_161_r90.png,True,split_v3/train/images/picture_stain_161_r90.png
picture_stain_161__v2,train,train,base,3,train/images/picture_stain_161__v2.png,True,split_v3/train/images/picture_stain_161__v2.png
picture_stain_161__v2,train,train,g0.6,3,train/images/picture_stain_161__v2_g0.6.png,False,
picture_stain_161__v2,train,train,g1.6,3,train/images/picture_stain_161__v2_g1.6.png,False,
picture_stain_161__v2,train,train,r180,3,train/images/picture_stain_161__v2_r180.png,True,split_v3/train/images/picture_stain_161__v2_r180.png
picture_stain_161__v2,train,train,r270,3,train/images/picture_stain_161__v2_r270.png,True,split_v3/train/images/picture_stain_161__v2_r270.png
picture_stain_161__v2,train,train,r90,3,train/images/picture_stain_161__v2_r90.png,True,split_v3/train/images/picture_stain_161__v2_r90.png
picture_stain_162,train,train,base,3,train/images/picture_stain_162.png,True,split_v3/train/images/picture_stain_162.png
picture_stain_162,train,train,g0.6,3,train/images/picture_stain_162_g0.6.png,False,
picture_stain_162,train,train,g1.6,3,train/images/picture_stain_162_g1.6.png,False,
picture_stain_162,train,train,r180,3,train/images/picture_stain_162_r180.png,True,split_v3/train/images/picture_stain_162_r180.png
picture_stain_162,train,train,r270,3,train/images/picture_stain_162_r270.png,True,split_v3/train/images/picture_stain_162_r270.png
picture_stain_162,train,train,r90,3,train/images/picture_stain_162_r90.png,True,split_v3/train/images/picture_stain_162_r90.png
picture_stain_162__v2,train,train,base,3,train/images/picture_stain_162__v2.png,True,split_v3/train/images/picture_stain_162__v2.png
picture_stain_162__v2,train,train,g0.6,3,train/images/picture_stain_162__v2_g0.6.png,False,
picture_stain_162__v2,train,train,g1.6,3,train/images/picture_stain_162__v2_g1.6.png,False,
picture_stain_162__v2,train,train,r180,3,train/images/picture_stain_162__v2_r180.png,True,split_v3/train/images/picture_stain_162__v2_r180.png
picture_stain_162__v2,train,train,r270,3,train/images/picture_stain_162__v2_r270.png,True,split_v3/train/images/picture_stain_162__v2_r270.png
picture_stain_162__v2,train,train,r90,3,train/images/picture_stain_162__v2_r90.png,True,split_v3/train/images/picture_stain_162__v2_r90.png
picture_stain_163,train,test,base,3,test/images/picture_stain_163.png,True,split_v3/train/images/picture_stain_163.png
picture_stain_163,train,train,base,3,train/images/picture_stain_163.png,True,split_v3/train/images/picture_stain_163__src_train.png
picture_stain_163,train,train,g0.6,3,train/images/picture_stain_163_g0.6.png,False,
picture_stain_163,train,train,g1.6,3,train/images/picture_stain_163_g1.6.png,False,
picture_stain_163,train,train,r180,3,train/images/picture_stain_163_r180.png,True,split_v3/train/images/picture_stain_163_r180.png
picture_stain_163,train,train,r270,3,train/images/picture_stain_163_r270.png,True,split_v3/train/images/picture_stain_163_r270.png
picture_stain_163,train,train,r90,3,train/images/picture_stain_163_r90.png,True,split_v3/train/images/picture_stain_163_r90.png
picture_stain_164,train,train,base,3,train/images/picture_stain_164.png,True,split_v3/train/images/picture_stain_164.png
picture_stain_164,train,train,g0.6,3,train/images/picture_stain_164_g0.6.png,False,
picture_stain_164,train,train,g1.6,3,train/images/picture_stain_164_g1.6.png,False,
picture_stain_164,train,train,r180,3,train/images/picture_stain_164_r180.png,True,split_v3/train/images/picture_stain_164_r180.png
picture_stain_164,train,train,r270,3,train/images/picture_stain_164_r270.png,True,split_v3/train/images/picture_stain_164_r270.png
picture_stain_164,train,train,r90,3,train/images/picture_stain_164_r90.png,True,split_v3/train/images/picture_stain_164_r90.png
picture_stain_164__v2,train,train,base,3,train/images/picture_stain_164__v2.png,True,split_v3/train/images/picture_stain_164__v2.png
picture_stain_164__v2,train,train,g0.6,3,train/images/picture_stain_164__v2_g0.6.png,False,
picture_stain_164__v2,train,train,g1.6,3,train/images/picture_stain_164__v2_g1.6.png,False,
picture_stain_164__v2,train,train,r180,3,train/images/picture_stain_164__v2_r180.png,True,split_v3/train/images/picture_stain_164__v2_r180.png
picture_stain_164__v2,train,train,r270,3,train/images/picture_stain_164__v2_r270.png,True,split_v3/train/images/picture_stain_164__v2_r270.png
picture_stain_164__v2,train,train,r90,3,train/images/picture_stain_164__v2_r90.png,True,split_v3/train/images/picture_stain_164__v2_r90.png
picture_stain_165,train,train,base,3,train/images/picture_stain_165.png,True,split_v3/train/images/picture_stain_165.png
picture_stain_165,train,train,g0.6,3,train/images/picture_stain_165_g0.6.png,False,
picture_stain_165,train,train,g1.6,3,train/images/picture_stain_165_g1.6.png,False,
picture_stain_165,train,train,r180,3,train/images/picture_stain_165_r180.png,True,split_v3/train/images/picture_stain_165_r180.png
picture_stain_165,train,train,r270,3,train/images/picture_stain_165_r270.png,True,split_v3/train/images/picture_stain_165_r270.png
picture_stain_165,train,train,r90,3,train/images/picture_stain_165_r90.png,True,split_v3/train/images/picture_stain_165_r90.png
picture_stain_165__v2,train,train,base,3,train/images/picture_stain_165__v2.png,True,split_v3/train/images/picture_stain_165__v2.png
picture_stain_165__v2,train,train,g0.6,3,train/images/picture_stain_165__v2_g0.6.png,False,
picture_stain_165__v2,train,train,g1.6,3,train/images/picture_stain_165__v2_g1.6.png,False,
picture_stain_165__v2,train,train,r180,3,train/images/picture_stain_165__v2_r180.png,True,split_v3/train/images/picture_stain_165__v2_r180.png
picture_stain_165__v2,train,train,r270,3,train/images/picture_stain_165__v2_r270.png,True,split_v3/train/images/picture_stain_165__v2_r270.png
picture_stain_165__v2,train,train,r90,3,train/images/picture_stain_165__v2_r90.png,True,split_v3/train/images/picture_stain_165__v2_r90.png
picture_stain_166,test,train,base,3,train/images/picture_stain_166.png,True,split_v3/test/images/picture_stain_166.png
picture_stain_166,test,train,g0.6,3,train/images/picture_stain_166_g0.6.png,False,
picture_stain_166,test,train,g1.6,3,train/images/picture_stain_166_g1.6.png,False,
picture_stain_166,test,train,r180,3,train/images/picture_stain_166_r180.png,False,
picture_stain_166,test,train,r270,3,train/images/picture_stain_166_r270.png,False,
picture_stain_166,test,train,r90,3,train/images/picture_stain_166_r90.png,False,
picture_stain_166,test,val,base,3,val/images/picture_stain_166.png,False,
picture_stain_167,train,train,base,3,train/images/picture_stain_167.png,True,split_v3/train/images/picture_stain_167.png
picture_stain_167,train,train,g0.6,3,train/images/picture_stain_167_g0.6.png,False,
picture_stain_167,train,train,g1.6,3,train/images/picture_stain_167_g1.6.png,False,
picture_stain_167,train,train,r180,3,train/images/picture_stain_167_r180.png,True,split_v3/train/images/picture_stain_167_r180.png
picture_stain_167,train,train,r270,3,train/images/picture_stain_167_r270.png,True,split_v3/train/images/picture_stain_167_r270.png
picture_stain_167,train,train,r90,3,train/images/picture_stain_167_r90.png,True,split_v3/train/images/picture_stain_167_r90.png
picture_stain_167__v2,train,train,base,3,train/images/picture_stain_167__v2.png,True,split_v3/train/images/picture_stain_167__v2.png
picture_stain_167__v2,train,train,g0.6,3,train/images/picture_stain_167__v2_g0.6.png,False,
picture_stain_167__v2,train,train,g1.6,3,train/images/picture_stain_167__v2_g1.6.png,False,
picture_stain_167__v2,train,train,r180,3,train/images/picture_stain_167__v2_r180.png,True,split_v3/train/images/picture_stain_167__v2_r180.png
picture_stain_167__v2,train,train,r270,3,train/images/picture_stain_167__v2_r270.png,True,split_v3/train/images/picture_stain_167__v2_r270.png
picture_stain_167__v2,train,train,r90,3,train/images/picture_stain_167__v2_r90.png,True,split_v3/train/images/picture_stain_167__v2_r90.png
picture_stain_168,train,train,base,3,train/images/picture_stain_168.png,True,split_v3/train/images/picture_stain_168.png
picture_stain_168,train,train,g0.6,3,train/images/picture_stain_168_g0.6.png,False,
picture_stain_168,train,train,g1.6,3,train/images/picture_stain_168_g1.6.png,False,
picture_stain_168,train,train,r180,3,train/images/picture_stain_168_r180.png,True,split_v3/train/images/picture_stain_168_r180.png
picture_stain_168,train,train,r270,3,train/images/picture_stain_168_r270.png,True,split_v3/train/images/picture_stain_168_r270.png
picture_stain_168,train,train,r90,3,train/images/picture_stain_168_r90.png,True,split_v3/train/images/picture_stain_168_r90.png
picture_stain_168__v2,val,train,base,3,train/images/picture_stain_168__v2.png,True,split_v3/val/images/picture_stain_168__v2.png
picture_stain_168__v2,val,train,g0.6,3,train/images/picture_stain_168__v2_g0.6.png,False,
picture_stain_168__v2,val,train,g1.6,3,train/images/picture_stain_168__v2_g1.6.png,False,
picture_stain_168__v2,val,train,r180,3,train/images/picture_stain_168__v2_r180.png,False,
picture_stain_168__v2,val,train,r270,3,train/images/picture_stain_168__v2_r270.png,False,
picture_stain_168__v2,val,train,r90,3,train/images/picture_stain_168__v2_r90.png,False,
picture_stain_169,train,train,base,3,train/images/picture_stain_169.png,True,split_v3/train/images/picture_stain_169.png
picture_stain_169,train,train,g0.6,3,train/images/picture_stain_169_g0.6.png,False,
picture_stain_169,train,train,g1.6,3,train/images/picture_stain_169_g1.6.png,False,
picture_stain_169,train,train,r180,3,train/images/picture_stain_169_r180.png,True,split_v3/train/images/picture_stain_169_r180.png
picture_stain_169,train,train,r270,3,train/images/picture_stain_169_r270.png,True,split_v3/train/images/picture_stain_169_r270.png
picture_stain_169,train,train,r90,3,train/images/picture_stain_169_r90.png,True,split_v3/train/images/picture_stain_169_r90.png
picture_stain_169__v2,val,train,base,3,train/images/picture_stain_169__v2.png,True,split_v3/val/images/picture_stain_169__v2.png
picture_stain_169__v2,val,train,g0.6,3,train/images/picture_stain_169__v2_g0.6.png,False,
picture_stain_169__v2,val,train,g1.6,3,train/images/picture_stain_169__v2_g1.6.png,False,
picture_stain_169__v2,val,train,r180,3,train/images/picture_stain_169__v2_r180.png,False,
picture_stain_169__v2,val,train,r270,3,train/images/picture_stain_169__v2_r270.png,False,
picture_stain_169__v2,val,train,r90,3,train/images/picture_stain_169__v2_r90.png,False,
picture_stain_170,train,train,base,3,train/images/picture_stain_170.png,True,split_v3/train/images/picture_stain_170.png
picture_stain_170,train,train,g0.6,3,train/images/picture_stain_170_g0.6.png,False,
picture_stain_170,train,train,g1.6,3,train/images/picture_stain_170_g1.6.png,False,
picture_stain_170,train,train,r180,3,train/images/picture_stain_170_r180.png,True,split_v3/train/images/picture_stain_170_r180.png
picture_stain_170,train,train,r270,3,train/images/picture_stain_170_r270.png,True,split_v3/train/images/picture_stain_170_r270.png
picture_stain_170,train,train,r90,3,train/images/picture_stain_170_r90.png,True,split_v3/train/images/picture_stain_170_r90.png
picture_stain_170__v2,train,train,base,3,train/images/picture_stain_170__v2.png,True,split_v3/train/images/picture_stain_170__v2.png
picture_stain_170__v2,train,train,g0.6,3,train/images/picture_stain_170__v2_g0.6.png,False,
picture_stain_170__v2,train,train,g1.6,3,train/images/picture_stain_170__v2_g1.6.png,False,
picture_stain_170__v2,train,train,r180,3,train/images/picture_stain_170__v2_r180.png,True,split_v3/train/images/picture_stain_170__v2_r180.png
picture_stain_170__v2,train,train,r270,3,train/images/picture_stain_170__v2_r270.png,True,split_v3/train/images/picture_stain_170__v2_r270.png
picture_stain_170__v2,train,train,r90,3,train/images/picture_stain_170__v2_r90.png,True,split_v3/train/images/picture_stain_170__v2_r90.png
picture_stain_171,train,train,base,3,train/images/picture_stain_171.png,True,split_v3/train/images/picture_stain_171.png
picture_stain_171,train,train,g0.6,3,train/images/picture_stain_171_g0.6.png,False,
picture_stain_171,train,train,g1.6,3,train/images/picture_stain_171_g1.6.png,False,
picture_stain_171,train,train,r180,3,train/images/picture_stain_171_r180.png,True,split_v3/train/images/picture_stain_171_r180.png
picture_stain_171,train,train,r270,3,train/images/picture_stain_171_r270.png,True,split_v3/train/images/picture_stain_171_r270.png
picture_stain_171,train,train,r90,3,train/images/picture_stain_171_r90.png,True,split_v3/train/images/picture_stain_171_r90.png
picture_stain_171__v2,train,train,base,3,train/images/picture_stain_171__v2.png,True,split_v3/train/images/picture_stain_171__v2.png
picture_stain_171__v2,train,train,g0.6,3,train/images/picture_stain_171__v2_g0.6.png,False,
picture_stain_171__v2,train,train,g1.6,3,train/images/picture_stain_171__v2_g1.6.png,False,
picture_stain_171__v2,train,train,r180,3,train/images/picture_stain_171__v2_r180.png,True,split_v3/train/images/picture_stain_171__v2_r180.png
picture_stain_171__v2,train,train,r270,3,train/images/picture_stain_171__v2_r270.png,True,split_v3/train/images/picture_stain_171__v2_r270.png
picture_stain_171__v2,train,train,r90,3,train/images/picture_stain_171__v2_r90.png,True,split_v3/train/images/picture_stain_171__v2_r90.png
picture_stain_172,train,train,base,3,train/images/picture_stain_172.png,True,split_v3/train/images/picture_stain_172.png
picture_stain_172,train,train,g0.6,3,train/images/picture_stain_172_g0.6.png,False,
picture_stain_172,train,train,g1.6,3,train/images/picture_stain_172_g1.6.png,False,
picture_stain_172,train,train,r180,3,train/images/picture_stain_172_r180.png,True,split_v3/train/images/picture_stain_172_r180.png
picture_stain_172,train,train,r270,3,train/images/picture_stain_172_r270.png,True,split_v3/train/images/picture_stain_172_r270.png
picture_stain_172,train,train,r90,3,train/images/picture_stain_172_r90.png,True,split_v3/train/images/picture_stain_172_r90.png
picture_stain_172__v2,train,train,base,3,train/images/picture_stain_172__v2.png,True,split_v3/train/images/picture_stain_172__v2.png
picture_stain_172__v2,train,train,g0.6,3,train/images/picture_stain_172__v2_g0.6.png,False,
picture_stain_172__v2,train,train,g1.6,3,train/images/picture_stain_172__v2_g1.6.png,False,
picture_stain_172__v2,train,train,r180,3,train/images/picture_stain_172__v2_r180.png,True,split_v3/train/images/picture_stain_172__v2_r180.png
picture_stain_172__v2,train,train,r270,3,train/images/picture_stain_172__v2_r270.png,True,split_v3/train/images/picture_stain_172__v2_r270.png
picture_stain_172__v2,train,train,r90,3,train/images/picture_stain_172__v2_r90.png,True,split_v3/train/images/picture_stain_172__v2_r90.png
